Numer zlecenia;Numer art.;Nowych bel;reszta
53418;18866000;4;5085
53418;19016000;1;0
53418;19315000;5;1414
53418;19671000;6;2844
53418;202609;3;2475
53418;202623;6;4690

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;3702;1435;BLOK;1;D4020
2;2271;1435;BLOK;1;D3305
3;2271;1435;BLOK;1;D3305
Laczna liczba sztuk okien i drzwi:;3
Laczna liczba skrzydel:;4
Laczna liczba szyb:;7

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
