"Data zamówienia";"Nr zamówienia";"Numer projektu";"Zlecenie";"Status wysyłki";"Tydzień dostawy";"Rodzaj dostawy";"Śledzenie";"Reklamacja";"rodzaj zamówienia";"Suma";"";"";"";""
"15.10.2025";"668/2025";"";"136566114";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"251,49 €";"251,49";"EUR";"";""
"15.10.2025";"667/2025";"";"136566111";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"25,39 €";"25,39";"EUR";"";""
"14.10.2025";"664/2025";"";"136562331";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"177,95 €";"177,95";"EUR";"";""
"14.10.2025";"665/2025";"";"136562329";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"240,25 €";"240,25";"EUR";"";""
"14.10.2025";"666/2025";"";"136562327";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"1 164,09 €";"1 164,09";"EUR";"";""
"14.10.2025";"663/2025";"";"136562051";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"63,99 €";"63,99";"EUR";"";""
"14.10.2025";"662/2025";"";"136561946";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"309,97 €";"309,97";"EUR";"";""
"14.10.2025";"661/2025";"";"136561944";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"139,49 €";"139,49";"EUR";"";""
"14.10.2025";"660/2025";"";"136561943";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"124,59 €";"124,59";"EUR";"";""
"14.10.2025";"657/2025/AKR.73";"";"136559921";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"2 150,63 €";"2 150,63";"EUR";"";""
"14.10.2025";"656/2025/AKR.05";"";"136559920";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"1 469,25 €";"1 469,25";"EUR";"";""
"14.10.2025";"658/2025";"";"136559918";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"373,76 €";"373,76";"EUR";"";""
"14.10.2025";"659/2025/CZ";"";"136559916";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"571,87 €";"571,87";"EUR";"";""
"14.10.2025";"655/2025/AKR.00";"";"136559909";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"2 835,10 €";"2 835,10";"EUR";"";""
"14.10.2025";"654/2025/AKR.00";"";"136559908";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"1 607,23 €";"1 607,23";"EUR";"";""
"14.10.2025";"653/2025/AKR.73";"";"136559869";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"5 971,89 €";"5 971,89";"EUR";"";""
"14.10.2025";"652/2025/AKR.00";"";"136559866";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"1 964,17 €";"1 964,17";"EUR";"";""
"13.10.2025";"648/2025";"";"136559593";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"71,51 €";"71,51";"EUR";"";""
"13.10.2025";"649/2025";"";"136559592";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"272,58 €";"272,58";"EUR";"";""
"13.10.2025";"650/2025";"";"136559590";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"143,03 €";"143,03";"EUR";"";""
"13.10.2025";"651/2025";"";"136559586";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"331,10 €";"331,10";"EUR";"";""
"13.10.2025";"645/2025";"";"136558249";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"31,15 €";"31,15";"EUR";"";""
"13.10.2025";"646/2025";"";"136558248";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"59,71 €";"59,71";"EUR";"";""
"13.10.2025";"647/2025";"";"136558246";"Całkowicie dostarczone";"2025/45";" TIR ";"";"";"Zamówienie";"800,02 €";"800,02";"EUR";"";""
"9.10.2025";"642/2025";"";"136551769";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"181,90 €";"181,90";"EUR";"";""
"9.10.2025";"644/2025";"";"136551768";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"59,76 €";"59,76";"EUR";"";""
"9.10.2025";"643/2025";"";"136550875";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"143,03 €";"143,03";"EUR";"";""
"7.10.2025";"640/2025";"";"136543523";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"392,70 €";"392,70";"EUR";"";""
"7.10.2025";"641/2025";"";"136543522";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"108,18 €";"108,18";"EUR";"";""
"7.10.2025";"639/2025/AKR.73";"";"136542407";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"7 513,49 €";"7 513,49";"EUR";"";""
"6.10.2025";"636/2025/HS";"";"136541091";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"1 677,63 €";"1 677,63";"EUR";"";""
"6.10.2025";"618/A/2025";"";"136541090";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"1 183,67 €";"1 183,67";"EUR";"";""
"6.10.2025";"636/A/2025";"";"136541089";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"1 893,85 €";"1 893,85";"EUR";"";""
"6.10.2025";"636/B/2025/HS";"";"136541088";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"118,24 €";"118,24";"EUR";"";""
"6.10.2025";"637/2025";"";"136541087";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"469,73 €";"469,73";"EUR";"";""
"6.10.2025";"638/2025";"";"136539064";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"421,96 €";"421,96";"EUR";"";""
"1.10.2025";"633/2025/AKR.128";"";"136532244";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"2 105,46 €";"2 105,46";"EUR";"";""
"1.10.2025";"634/2025/AKR.128";"";"136532243";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"1 541,60 €";"1 541,60";"EUR";"";""
"1.10.2025";"635/2025/AKR.128";"";"136532238";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"1 933,21 €";"1 933,21";"EUR";"";""
"1.10.2025";"632/2025";"";"136531501";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"74,99 €";"74,99";"EUR";"";""
"1.10.2025";"631/2025";"";"136531498";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"93,44 €";"93,44";"EUR";"";""
"1.10.2025";"630/2025";"";"136531497";"Całkowicie dostarczone";"2025/44";" TIR ";"";"";"Zamówienie";"366,15 €";"366,15";"EUR";"";""
"1.10.2025";"629/2025";"";"136530608";"Całkowicie dostarczone";"2025/44";" TIR ";"posiada śledzenie";"reklamacje";"Zamówienie";"178,16 €";"178,16";"EUR";"";""
"1.10.2025";"628/2025";"";"136530197";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"181,87 €";"181,87";"EUR";"";""
"1.10.2025";"623/2025";"";"136529960";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"989,84 €";"989,84";"EUR";"";""
"30.09.2025";"627/2025";"";"136521328";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"289,13 €";"289,13";"EUR";"";""
"29.09.2025";"626/2025";"";"136520449";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"107,27 €";"107,27";"EUR";"";""
"29.09.2025";"625/2025";"";"136520448";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"40,56 €";"40,56";"EUR";"";""
"26.09.2025";"624/2025";"";"136516143";"Całkowicie dostarczone";"2025/43";" TIR ";"";"";"Zamówienie";"140,49 €";"140,49";"EUR";"";""
"26.09.2025";"622/2025";"";"136516063";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"121,08 €";"121,08";"EUR";"";""
"26.09.2025";"621/2025";"";"136516061";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"67,61 €";"67,61";"EUR";"";""
"26.09.2025";"617/2025";"";"136516059";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"6,19 €";"6,19";"EUR";"";""
"26.09.2025";"616/2025/STAL";"";"136516058";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"720,50 €";"720,50";"EUR";"";""
"26.09.2025";"619/2025/LIV";"";"136515110";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"2 780,90 €";"2 780,90";"EUR";"";""
"26.09.2025";"620/2025/CZ";"";"136515109";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"255,72 €";"255,72";"EUR";"";""
"25.09.2025";"618/2025";"";"136513478";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"2 622,08 €";"2 622,08";"EUR";"";""
"24.09.2025";"613/2025";"";"136510303";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"107,27 €";"107,27";"EUR";"";""
"25.09.2025";"614/2025/AKR.05";"";"136510302";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"1 175,46 €";"1 175,46";"EUR";"";""
"25.09.2025";"615/2025/AKR.05";"";"136510300";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"1 493,60 €";"1 493,60";"EUR";"";""
"24.09.2025";"612/2025";"";"136509850";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"40,24 €";"40,24";"EUR";"";""
"24.09.2025";"611/2025";"";"136509391";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"395,44 €";"395,44";"EUR";"";""
"24.09.2025";"610/2025";"";"136509385";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"240,25 €";"240,25";"EUR";"";""
"24.09.2025";"609/2025";"";"136509383";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"41,08 €";"41,08";"EUR";"";""
"23.09.2025";"608/2025";"";"136509381";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"71,51 €";"71,51";"EUR";"";""
"23.09.2025";"607/2025";"";"136505553";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"60,36 €";"60,36";"EUR";"";""
"23.09.2025";"516/A/2025/AKR";"";"136504942";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"36,37 €";"36,37";"EUR";"";""
"23.09.2025";"606/2025";"";"136503824";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"41,08 €";"41,08";"EUR";"";""
"23.09.2025";"605/2025";"";"136502828";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"1 469,25 €";"1 469,25";"EUR";"";""
"23.09.2025";"604/2025";"";"136502815";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"1 964,17 €";"1 964,17";"EUR";"";""
"23.09.2025";"603/2025/CZ";"";"136502810";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"299,78 €";"299,78";"EUR";"";""
"23.09.2025";"602/2025";"";"136502803";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"554,38 €";"554,38";"EUR";"";""
"22.09.2025";"601/2025";"";"136502208";"Zlecenie anulowane";"";" TIR ";"";"";"Zamówienie";"0,00 €";"0,00";"EUR";"";""
"22.09.2025";"598/2025/AKR.00";"";"136501154";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"1 607,23 €";"1 607,23";"EUR";"";""
"22.09.2025";"597/2025/AKR.73";"";"136501148";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"5 971,89 €";"5 971,89";"EUR";"";""
"22.09.2025";"600/2025";"";"136501145";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"109,12 €";"109,12";"EUR";"";""
"22.09.2025";"596/2025";"";"136501135";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"77,49 €";"77,49";"EUR";"";""
"22.09.2025";"599/2025/AKR.00";"";"136501130";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"5 670,21 €";"5 670,21";"EUR";"";""
"18.09.2025";"595/2025";"";"136495945";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"425,92 €";"425,92";"EUR";"";""
"18.09.2025";"594/2025";"";"136494895";"Całkowicie dostarczone";"2025/42";" TIR ";"";"";"Zamówienie";"155,73 €";"155,73";"EUR";"";""
"17.09.2025";"589/2025";"";"136491216";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"101,13 €";"101,13";"EUR";"";""
"17.09.2025";"590/2025";"";"136489966";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"237,66 €";"237,66";"EUR";"";""
"17.09.2025";"591/2025";"";"136489965";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"415,41 €";"415,41";"EUR";"";""
"17.09.2025";"592/2025";"";"136489963";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"331,10 €";"331,10";"EUR";"";""
"17.09.2025";"593/2025";"";"136489961";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"1 184,35 €";"1 184,35";"EUR";"";""
"16.09.2025";"588/2025";"";"136488486";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"31,15 €";"31,15";"EUR";"";""
"16.09.2025";"585/2025";"";"136487405";"Zlecenie anulowane";"";" TIR ";"";"";"Zamówienie";"0,00 €";"0,00";"EUR";"";""
"16.09.2025";"586/2025";"";"136487404";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"31,15 €";"31,15";"EUR";"";""
"16.09.2025";"587/2025";"";"136487402";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"540,16 €";"540,16";"EUR";"";""
"16.09.2025";"582/2025/AKR.05";"";"136484881";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"1 469,25 €";"1 469,25";"EUR";"";""
"16.09.2025";"583/2025/AKR.73";"";"136484877";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"5 580,27 €";"5 580,27";"EUR";"";""
"16.09.2025";"584/2025/CZ";"";"136484876";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"509,04 €";"509,04";"EUR";"";""
"15.09.2025";"578/2025";"";"136484618";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"68,47 €";"68,47";"EUR";"";""
"15.09.2025";"579/2025";"";"136484616";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"240,25 €";"240,25";"EUR";"";""
"15.09.2025";"580/2025";"";"136484614";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"252,94 €";"252,94";"EUR";"";""
"15.09.2025";"581/2025";"";"136484613";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"690,73 €";"690,73";"EUR";"";""
"15.09.2025";"551/2025/AKR.00";"";"136483762";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"1 964,17 €";"1 964,17";"EUR";"";""
"15.09.2025";"553/2025/AKR.00";"";"136483761";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"4 304,36 €";"4 304,36";"EUR";"";""
"15.09.2025";"575/2025/LIV";"";"136483759";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"1 583,06 €";"1 583,06";"EUR";"";""
"15.09.2025";"576/2025";"";"136483758";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"136,98 €";"136,98";"EUR";"";""
"15.09.2025";"577/2025/AKR.128";"";"136483757";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"1 933,21 €";"1 933,21";"EUR";"";""
"15.09.2025";"573/2025";"";"136481523";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"155,73 €";"155,73";"EUR";"";""
"15.09.2025";"574/2025";"";"136481522";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"288,26 €";"288,26";"EUR";"";""
"11.09.2025";"569/2025";"";"136476885";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"303,49 €";"303,49";"EUR";"";""
"11.09.2025";"489/B/2025";"";"136476883";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"195,80 €";"195,80";"EUR";"";""
"11.09.2025";"572/2025";"";"136476882";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"143,03 €";"143,03";"EUR";"";""
"10.09.2025";"571/2025";"";"136473389";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"13,09 €";"13,09";"EUR";"";""
"10.09.2025";"570/2025";"";"136472836";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"257,78 €";"257,78";"EUR";"";""
"9.09.2025";"566/2025";"";"136469806";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"143,03 €";"143,03";"EUR";"";""
"9.09.2025";"567/2025";"";"136469804";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"9.09.2025";"568/2025";"";"136469803";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"9.09.2025";"564/2025";"";"136468660";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"399,72 €";"399,72";"EUR";"";""
"9.09.2025";"563/2025";"";"136468658";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"153,15 €";"153,15";"EUR";"";""
"9.09.2025";"565/2025";"";"136468632";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"694,97 €";"694,97";"EUR";"";""
"8.09.2025";"552/2025/AKR.00";"";"136466431";"Całkowicie dostarczone";"2025/38";" TIR ";"";"";"Zamówienie";"1 607,23 €";"1 607,23";"EUR";"";""
"8.09.2025";"558/2025/CZ";"";"136466430";"Całkowicie dostarczone";"2025/38";" TIR ";"";"";"Zamówienie";"240,62 €";"240,62";"EUR";"";""
"8.09.2025";"562/2025";"";"136465096";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"124,59 €";"124,59";"EUR";"";""
"8.09.2025";"561/2025";"";"136465091";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"71,51 €";"71,51";"EUR";"";""
"8.09.2025";"560/2025";"";"136465090";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"35,77 €";"35,77";"EUR";"";""
"8.09.2025";"559/2025";"";"136465076";"Całkowicie dostarczone";"2025/40";" TIR ";"";"";"Zamówienie";"373,60 €";"373,60";"EUR";"";""
"8.09.2025";"550/2025/AKR.73";"";"136465048";"Całkowicie dostarczone";"2025/38";" TIR ";"";"";"Zamówienie";"9 446,70 €";"9 446,70";"EUR";"";""
"4.09.2025";"557/2025";"";"136457327";"Całkowicie dostarczone";"2025/38";" TIR ";"";"";"Zamówienie";"59,76 €";"59,76";"EUR";"";""
"3.09.2025";"556/2025";"";"136454870";"Całkowicie dostarczone";"2025/38";" TIR ";"";"";"Zamówienie";"89,64 €";"89,64";"EUR";"";""
"3.09.2025";"555/2025";"";"136454164";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"416,41 €";"416,41";"EUR";"";""
"3.09.2025";"554/2025";"";"136454161";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"299,96 €";"299,96";"EUR";"";""
"2.09.2025";"549/2025";"";"136451523";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"31,15 €";"31,15";"EUR";"";""
"2.09.2025";"548/2025";"";"136451522";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"272,23 €";"272,23";"EUR";"";""
"2.09.2025";"546/2025";"";"136450071";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"684,36 €";"684,36";"EUR";"";""
"2.09.2025";"547/2025";"";"136450070";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"71,10 €";"71,10";"EUR";"";""
"2.09.2025";"544/2025/CZ";"";"136448799";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"116,34 €";"116,34";"EUR";"";""
"2.09.2025";"543/2025";"";"136448704";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"418,48 €";"418,48";"EUR";"";""
"1.09.2025";"530/2025/AKR.05";"";"136447765";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"2 962,85 €";"2 962,85";"EUR";"";""
"1.09.2025";"527/2025/AKR.05";"";"136447764";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"1 631,67 €";"1 631,67";"EUR";"";""
"1.09.2025";"526/2025/AKR.73";"";"136447763";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"2 150,63 €";"2 150,63";"EUR";"";""
"1.09.2025";"525/2025/AKR.750";"";"136447762";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"2 126,81 €";"2 126,81";"EUR";"";""
"1.09.2025";"528/2025/LIS.00";"";"136447760";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"3 530,45 €";"3 530,45";"EUR";"";""
"1.09.2025";"542/2025/LIV";"";"136447748";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"3 003,70 €";"3 003,70";"EUR";"";""
"1.09.2025";"545/2025";"";"136447745";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"68,47 €";"68,47";"EUR";"";""
"29.08.2025";"541/2025";"";"136439832";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"450,07 €";"450,07";"EUR";"";""
"29.08.2025";"536/2025";"";"136439830";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"205,33 €";"205,33";"EUR";"";""
"29.08.2025";"539/2025";"";"136439829";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"312,65 €";"312,65";"EUR";"";""
"29.08.2025";"540/2025";"";"136439828";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"390,81 €";"390,81";"EUR";"";""
"29.08.2025";"537/2025";"";"136439827";"Całkowicie dostarczone";"2025/39";" TIR ";"";"";"Zamówienie";"663,25 €";"663,25";"EUR";"";""
"29.08.2025";"538/2025";"";"136439825";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"119,51 €";"119,51";"EUR";"";""
"27.08.2025";"535/2025";"";"136435267";"Całkowicie dostarczone";"2025/41";" TIR ";"";"";"Zamówienie";"1 147,81 €";"1 147,81";"EUR";"";""
"27.08.2025";"534/2025";"";"136435265";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"27.08.2025";"515/2025/AKR.68";"";"136435038";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"1 128,75 €";"1 128,75";"EUR";"";""
"27.08.2025";"513/2025/AKR/68";"";"136435037";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"1 697,06 €";"1 697,06";"EUR";"";""
"27.08.2025";"514/2025/AKR.68";"";"136434466";"Całkowicie dostarczone";"2025/38";" TIR ";"";"";"Zamówienie";"2 444,11 €";"2 444,11";"EUR";"";""
"27.08.2025";"512/2025/AKR.68";"";"136434464";"Całkowicie dostarczone";"2025/38";" TIR ";"";"";"Zamówienie";"4 296,05 €";"4 296,05";"EUR";"";""
"27.08.2025";"533/2025";"";"136434454";"Całkowicie dostarczone";"2025/37";" TIR ";"";"";"Zamówienie";"155,73 €";"155,73";"EUR";"";""
"26.08.2025";"532/2025";"";"136432660";"Całkowicie dostarczone";"2025/38";" TIR ";"";"";"Zamówienie";"74,99 €";"74,99";"EUR";"";""
