Numer zlecenia;Numer art.;Nowych bel;reszta
53546;18866128;1;2332
53546;19671000;1;2836
53546;202609;1;3004

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;823;1195;BLOK;1;D2387
Laczna liczba sztuk okien i drzwi:;1
Laczna liczba skrzydel:;1
Laczna liczba szyb:;1

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
