Numer zlecenia;Numer art.;Nowych bel;reszta
53594;18866730;2;0
53594;18869730;3;0
53594;19671000;3;0
53594;202609;2;2759
53594;202623;3;1982

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2880;1195;VLAK;1;D5661
2;1598;1195;VLAK;1;D5661
Laczna liczba sztuk okien i drzwi:;2
Laczna liczba skrzydel:;3
Laczna liczba szyb:;5

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
