Numer zlecenia;Numer art.;Nowych bel;reszta
53448-a;18866000;5;4209
53448-a;19016000;2;4920
53448-a;19315000;5;3880
53448-a;19671000;6;2757
53448-a;202609;4;2886
53448-a;202623;6;4930

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2738;1195;BLOK;1;D4999
2;2280;1195;BLOK;1;D5000
3;2098;1195;BLOK;1;D5009
4;780;1195;BLOK;1;D5000
Laczna liczba sztuk okien i drzwi:;4
Laczna liczba skrzydel:;7
Laczna liczba szyb:;10

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
