Numer zlecenia;Numer art.;Nowych bel;reszta
53364;18866505;13;0
53364;18869050;25;0
53364;19671050;25;0
53364;202609;11;4229
53364;202623;23;0

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;1620;1200;VLAK;6;Schwartzenberglaan
2;1620;1200;VLAK;6;Schwartzenberglaan
3;1000;1200;VLAK;6;Schwartzenberglaan
4;1000;1200;VLAK;6;Schwartzenberglaan
Laczna liczba sztuk okien i drzwi:;24
Laczna liczba skrzydel:;24
Laczna liczba szyb:;48

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
