Numer zlecenia;Numer art.;Nowych bel;reszta
53377-a;18866000;2;0
53377-a;19016000;1;2760
53377-a;19315000;3;0
53377-a;19671000;4;3455
53377-a;202609;2;2725
53377-a;202623;4;4496

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;1606;1195;BLOK;1;D4328
2;1606;1195;BLOK;2;D4328
Laczna liczba sztuk okien i drzwi:;3
Laczna liczba skrzydel:;3
Laczna liczba szyb:;6

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
