Numer zlecenia;Numer art.;Nowych bel;reszta
53509-a;18866000;9;5287
53509-a;19016000;2;0
53509-a;19315000;7;4533
53509-a;19671000;6;2569
53509-a;19677000;3;1547
53509-a;202609;7;1371
53509-a;202623;8;2790

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2990;1445;BLOK;1;D329
2;2650;1195;BLOK;1;D330
3;2190;1445;BLOK;1;D329
4;2173;1195;BLOK;1;D3696
5;1579;1195;BLOK;1;D3696
Laczna liczba sztuk okien i drzwi:;5
Laczna liczba skrzydel:;12
Laczna liczba szyb:;14

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
