Numer zlecenia;Numer art.;Nowych bel;reszta
53628-a;18866730;5;3933
53628-a;19016730;2;5400
53628-a;19315730;6;4130
53628-a;19671000;4;4225
53628-a;19677000;4;4848
53628-a;202609;4;2666
53628-a;202623;6;0

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2819;1085;BLOK;1;D5353
2;2316;715;BLOK;1;D5150
3;2254;1435;BLOK;1;D5474
4;1504;1435;BLOK;1;D5474
5;913;1085;BLOK;1;D5353
Laczna liczba sztuk okien i drzwi:;5
Laczna liczba skrzydel:;7
Laczna liczba szyb:;11

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
