Numer zlecenia;Numer art.;Nowych bel;reszta
53446-a;18866730;2;3594
53446-a;19016730;1;3640
53446-a;19315730;3;3366
53446-a;19671000;3;0
53446-a;202609;2;4965
53446-a;202623;3;1636

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2292;1295;BLOK;1;D3675
2;2284;1295;BLOK;1;D3675
Laczna liczba sztuk okien i drzwi:;2
Laczna liczba skrzydel:;2
Laczna liczba szyb:;4

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
