Numer zlecenia;Numer art.;Nowych bel;reszta
53510-a;18866730;2;4298
53510-a;19016730;1;3968
53510-a;19315730;2;3694
53510-a;19671000;2;1849
53510-a;202609;2;5317
53510-a;202623;2;2494

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2602;1131;BLOK;1;BIJL
Laczna liczba sztuk okien i drzwi:;1
Laczna liczba skrzydel:;2
Laczna liczba szyb:;3

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
