Numer zlecenia;Numer art.;Nowych bel;reszta
53572-a;18866128;5;0
53572-a;19016128;2;2280
53572-a;19315128;6;0
53572-a;19671000;9;5041
53572-a;202609;5;4606
53572-a;202623;8;3860

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;3640;1435;BLOK;1;D4715
2;3230;1195;BLOK;1;D5183
3;3060;1195;BLOK;1;D5184
4;2270;1435;BLOK;1;D4715
Laczna liczba sztuk okien i drzwi:;4
Laczna liczba skrzydel:;7
Laczna liczba szyb:;12

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
