Numer zlecenia;Numer art.;Nowych bel;reszta
53468-a;18866050;4;0
53468-a;19016050;2;3840
53468-a;19315050;6;2816
53468-a;19671050;8;5391
53468-a;202609;4;5303
53468-a;202623;7;2827

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;4498;1195;BLOK;1;D5025
2;2883;1195;BLOK;1;D5026
3;2205;1195;BLOK;1;D5026
4;1570;1195;BLOK;1;D5026
Laczna liczba sztuk okien i drzwi:;4
Laczna liczba skrzydel:;6
Laczna liczba szyb:;11

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
