Numer zlecenia;Numer art.;Nowych bel;reszta
53634;18866000;4;4750
53634;19016000;1;0
53634;19315000;4;0
53634;19671000;6;5501
53634;202609;3;1864
53634;202623;5;2550

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2958;1195;BLOK;1;D5752
2;2948;1435;BLOK;1;D5704
3;1350;1195;BLOK;1;D5752
Laczna liczba sztuk okien i drzwi:;3
Laczna liczba skrzydel:;5
Laczna liczba szyb:;8

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
