Numer zlecenia;Numer art.;Nowych bel;reszta
53551;18866680;4;1764
53551;19016680;2;2892
53551;19315680;5;1311
53551;19671680;7;1618
53551;202609;3;0
53551;202623;6;0

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;3048;1151;BLOK;1;LOO
2;3048;1151;BLOK;1;LOO
3;1597;1151;BLOK;1;LOO
4;1597;1151;BLOK;1;LOO
Laczna liczba sztuk okien i drzwi:;4
Laczna liczba skrzydel:;6
Laczna liczba szyb:;12

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
