Numer zlecenia;Numer art.;Nowych bel;reszta
53784;18866730;2;2945
53784;19016730;1;2040
53784;19315730;2;0
53784;19671000;3;1411
53784;202609;2;4137
53784;202623;3;2506

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;3596;1435;BLOK;1;D5970
Laczna liczba sztuk okien i drzwi:;1
Laczna liczba skrzydel:;2
Laczna liczba szyb:;4

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
Data realizacji:30.01.2026
