Numer zlecenia;Numer art.;Nowych bel;reszta
53521;19016680;1;2040
53521;19315680;2;0
53521;19677680;2;2929
53521;202623;3;4690

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;3446;1435;BLOK;1;D3150
Laczna liczba sztuk okien i drzwi:;1
Laczna liczba skrzydel:;0
Laczna liczba szyb:;2

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
