Numer zlecenia;Numer art.;Nowych bel;reszta
53417-a;18866551;2;1862
53417-a;19016551;1;2780
53417-a;19315551;3;2506
53417-a;19671000;4;4493
53417-a;202609;2;3184
53417-a;202623;4;4400

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;1844;1725;BLOK;1;D4433
2;1844;1725;BLOK;1;D4433
Laczna liczba sztuk okien i drzwi:;2
Laczna liczba skrzydel:;2
Laczna liczba szyb:;4

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
