Numer zlecenia;Numer art.;Nowych bel;reszta
53314-b;19411730;2;0
53314-b;19432730;3;4508
53314-b;19465730;2;3564
53314-b;19665000;2;0
53314-b;202717;2;0
53314-b;20272900;2;3624
53314-b;20274300;2;0

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2500;2510;LivingMD;1;D4302
2;0;0;;1;
Laczna liczba sztuk okien i drzwi:;2
Laczna liczba skrzydel:;2
Laczna liczba szyb:;4

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
