Numer zlecenia;Numer art.;Nowych bel;reszta
53040;18866831;2;2947
53040;19016831;1;2046
53040;19315831;2;0
53040;19677000;3;1497
53040;202609;2;4136
53040;202623;3;2488

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;3616;1435;BLOK;1;D3719
Laczna liczba sztuk okien i drzwi:;1
Laczna liczba skrzydel:;2
Laczna liczba szyb:;4
