Numer zlecenia;Numer art.;Nowych bel;reszta
53121;18866730;2;4017
53121;18869750;3;4886
53121;19671000;3;3171
53121;202609;2;5316
53121;202623;3;4896

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;3598;1235;VLAK;1;D3949
Laczna liczba sztuk okien i drzwi:;1
Laczna liczba skrzydel:;2
Laczna liczba szyb:;4
