Numer zlecenia;Numer art.;Nowych bel;reszta
53051;18866146;3;5447
53051;18869050;4;4762
53051;19671050;4;4161
53051;202609;2;1725
53051;202623;4;4904

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;3098;1435;VLAK;1;D3605
2;1220;1435;VLAK;1;D3605
Laczna liczba sztuk okien i drzwi:;2
Laczna liczba skrzydel:;3
Laczna liczba szyb:;5
