Numer zlecenia;Numer art.;Nowych bel;reszta
53332;18866000;3;4657
53332;19016000;1;0
53332;19315000;4;3086
53332;19671000;5;1790
53332;202609;2;0
53332;202623;5;3552

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2550;1435;BLOK;1;D4764
2;1710;1435;BLOK;1;D4764
3;1636;1435;BLOK;1;D4764
Laczna liczba sztuk okien i drzwi:;3
Laczna liczba skrzydel:;3
Laczna liczba szyb:;7
