Numer zlecenia;Numer art.;Nowych bel;reszta
53204;18866730;3;2158
53204;18869000;3;0
53204;19671000;3;4596
53204;202609;3;5073
53204;202623;3;2787

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;930;1195;VLAK;1;D2948
2;930;1195;VLAK;3;D2948
Laczna liczba sztuk okien i drzwi:;4
Laczna liczba skrzydel:;4
Laczna liczba szyb:;4
