Numer zlecenia;Numer art.;Nowych bel;reszta
53440;18866537;2;0
53440;19016000;1;2760
53440;19315000;3;3566
53440;19671000;3;0
53440;202609;2;3195
53440;202623;3;2385

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2624;1195;BLOK;1;D5252
2;1494;1195;BLOK;1;D5252
Laczna liczba sztuk okien i drzwi:;2
Laczna liczba skrzydel:;3
Laczna liczba szyb:;5

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
