Numer zlecenia;Numer art.;Nowych bel;reszta
53547;18866730;1;2312
53547;19671000;1;2816
53547;202609;1;2984

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2542;1138;BLOK;1;YONGCO
Laczna liczba sztuk okien i drzwi:;1
Laczna liczba skrzydel:;1
Laczna liczba szyb:;1
