Numer stojaka;Numer zamówienia klienta;Numer zamówienia dostawcy;Pozycja;Szerokosc;Wysokosc;Sztuk;Zlecenie;Zespolenie;Numer seryjny;Kod klienta;
3072099170;53524 AKR 18 GRUDZIEÑ;25668;1;768;1051;1;1      53524 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960775;;
3072099170;53524 AKR 18 GRUDZIEÑ;25668;2;768;1051;1;1      53524 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960776;;
3072099170;53524 AKR 18 GRUDZIEÑ;25668;4;716;1051;1;2      53524 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960778;;
3074019664;53424 STAÑCZAK;26434;2;756;1768;1;2      53424 poz.2;Optitherm SI3 4\TGI 18 RAL 8003\Argon\Optifloat Clear 4\TGI 18 RAL 8003\Argon\Optitherm SI3 4;20960745;;
3074019664;53424 STAÑCZAK;26434;1;636;1116;1;1      53424 poz.1;Optitherm SI3 4\TGI 18 RAL 8003\Argon\Optifloat Clear 4\TGI 18 RAL 8003\Argon\Optitherm SI3 4;20960744;;
3074019664;53424 STAÑCZAK;26434;5;896;396;1;5      53424 poz.5;Optitherm SI3 4\TGI 18 RAL 8003\Argon\Optifloat Clear 4\TGI 18 RAL 8003\Argon\Optitherm SI3 4;20960748;;
3074019664;53424 STAÑCZAK;26434;3;346;1426;1;3      53424 poz.3;Optitherm SI3 4\TGI 18 RAL 8003\Argon\Optifloat Clear 4\TGI 18 RAL 8003\Argon\Optitherm SI3 4;20960746;;
3074019664;53424 STAÑCZAK;26434;4;246;396;1;4      53424 poz.4;Optitherm SI3 4\TGI 18 RAL 8003\Argon\Optifloat Clear 4\TGI 18 RAL 8003\Argon\Optitherm SI3 4;20960747;;
3073037102;53590 TOM CAR;26523;1;976;1146;2;1      53590 poz.1;Optitherm SI3 4\TGI 18 RAL 9005\Argon\Optifloat Clear 4\TGI 18 RAL 9005\Argon\Optitherm SI3 4;20960709;;
3073037102;53590 TOM CAR;26523;1;976;1146;2;1      53590 poz.1;Optitherm SI3 4\TGI 18 RAL 9005\Argon\Optifloat Clear 4\TGI 18 RAL 9005\Argon\Optitherm SI3 4;20960710;;
3073037102;53590 TOM CAR;26523;2;976;1146;2;2      53590 poz.2;Optitherm SI3 4\TGI 18 RAL 9005\Argon\Optifloat Clear 4\TGI 18 RAL 9005\Argon\Optitherm SI3 4;20960711;;
3073037102;53590 TOM CAR;26523;2;976;1146;2;2      53590 poz.2;Optitherm SI3 4\TGI 18 RAL 9005\Argon\Optifloat Clear 4\TGI 18 RAL 9005\Argon\Optitherm SI3 4;20960712;;
3073037102;251119047 CHOJNACKI A;26525;1;715;1223;1;1      251119047 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960708;;
3073037102;53580 - BERLUX;26441;1;616;671;1;1      53580 poz.1;Optifloat Clear 4\TGI 16 RAL 9016\Argon\Optitherm SI3 4;20960743;;
3073037102;53532 PANEL SYSTEM;26453;1;923;1000;1;1      53532 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960740;;
3073037102;53532 PANEL SYSTEM;26453;3;896;896;1;2      53532 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960742;;
3073037102;53532 PANEL SYSTEM;26453;2;818;896;1;1      53532 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960741;;
3073037102;51632 szprosy;26506;1;549;920;1;;Optitherm SI3 4\TGI 18 RAL 9016\Argon\Optifloat Clear 4\TGI 18 RAL 9016\Argon\Optitherm SI3 4;20960726;;
3079824843;53454 CEZAR;26407;4;671;2226;1;2      53454 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960752;;
3079824843;53454 CEZAR;26407;5;671;2226;1;3      53454 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960753;;
3079824843;53454 CEZAR;26407;1;678;1226;1;1      53454 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960749;;
3079824843;53454 CEZAR;26407;3;386;1226;1;1      53454 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960751;;
3079824843;53454 CEZAR;26407;2;363;1226;1;1      53454 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960750;;
3079824843;53567 ADRO;26232;1;636;596;1;1      53567 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960766;;
3079824843;2512020411 MARCIOCHA;26371;1;980;325;1;1      2512020411 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20960762;;
