Numer stojaka;Numer zamówienia klienta;Numer zamówienia dostawcy;Pozycja;Szerokosc;Wysokosc;Sztuk;Zlecenie;Zespolenie;Numer seryjny;Kod klienta;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;8;616;1007;1;1      53426 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954808;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;16;604;937;1;2      53552 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954816;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;17;603;937;1;2      53552 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954817;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;58;593;1177;1;3      53556 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954861;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;59;593;1177;1;3      53556 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954862;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;43;586;677;1;6      53555 poz.6;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954843;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;45;586;677;1;6      53555 poz.6;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954845;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;4;569;997;1;2      53387 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954804;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;5;568;997;1;2      53387 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954805;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;51;564;897;2;9      53555 poz.9;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954851;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;51;564;897;2;9      53555 poz.9;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954852;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;52;564;897;2;9      53555 poz.9;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954853;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;52;564;897;2;9      53555 poz.9;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954854;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;72;562;957;1;8      53556 poz.8;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954875;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;73;562;957;1;8      53556 poz.8;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954876;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;1;544;997;1;1      53387 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954801;;
3077020872;02527 AKR 16 GRUDZIEÑ;25972;2;543;997;1;1      53387 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954802;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;56;731;1077;1;2      53556 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954859;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;44;732;781;1;6      53555 poz.6;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954844;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;46;732;781;1;6      53555 poz.6;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954846;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;22;717;1027;1;2      53553 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954822;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;23;717;1027;1;2      53553 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954823;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;6;714;1101;1;2      53387 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954806;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;48;711;1177;1;8      53555 poz.8;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954848;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;49;711;1177;1;8      53555 poz.8;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954849;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;68;715;932;1;7      53556 poz.7;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954871;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;69;715;932;1;7      53556 poz.7;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954872;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;53;710;1001;2;9      53555 poz.9;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954855;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;53;710;1001;2;9      53555 poz.9;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954856;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;74;708;1061;1;8      53556 poz.8;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954877;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;75;708;1061;1;8      53556 poz.8;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954878;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;62;704;1177;1;4      53556 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954865;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;3;689;1101;1;1      53387 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954803;;
3073043547;02527 AKR 16 GRUDZIEÑ;25972;29;668;877;1;1      53555 poz.1;Optitherm SI3 4\AL 12\Argon\Optifloat Clear 4\AL 12\Argon\Optitherm SI3 4;20954829;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;27;1200;1224;1;1      53465 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949654;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;77;1079;1295;1;5      53470 poz.5;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949704;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;78;1079;1295;1;5      53470 poz.5;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949705;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;88;1153;1055;1;5      53474 poz.5;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949715;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;20;1075;1055;1;2      53440 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949647;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;37;1231;1049;1;1      53466 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949664;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;12;1045;1055;1;4      53389 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949639;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;81;1646;990;1;6      53470 poz.6;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949708;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;59;1323;990;1;3      53468 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949686;;
