Numer zlecenia;Numer art.;Nowych bel;reszta
53366;18866999;3;3974
53366;18869680;4;5008
53366;19677420;3;5299
53366;19677680;2;4400
53366;202609;2;0
53366;202623;3;0

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2339;1111;VLAK;2;BURGGRAAF
Laczna liczba sztuk okien i drzwi:;2
Laczna liczba skrzydel:;4
Laczna liczba szyb:;6
