Numer zlecenia;Numer art.;Nowych bel;reszta
53505;18866730;4;2088
53505;19016730;2;4974
53505;19315730;5;3674
53505;19671000;6;1824
53505;202609;3;0
53505;202623;6;4984

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;2877;1141;BLOK;1;WIERINGA
2;2134;1311;BLOK;1;BRAAT
3;1549;1311;BLOK;1;BRAAT
4;1287;1141;BLOK;1;WIERINGA
Laczna liczba sztuk okien i drzwi:;4
Laczna liczba skrzydel:;6
Laczna liczba szyb:;10
