Numer zlecenia;Numer art.;Nowych bel;reszta
53569;18866730;2;1523
53569;19016730;1;2622
53569;19315730;2;0
53569;19671000;3;2524
53569;202609;2;3680
53569;202623;3;3782

Lista okien i drzwi dla tego zlecenia:
Lp.;Szerokosc;Wysokosc;Typ profilu;Ilosc sztuk;Referencja
1;1811;1241;BLOK;1;WEENINK
2;1211;1241;BLOK;1;WEENINK
Laczna liczba sztuk okien i drzwi:;2
Laczna liczba skrzydel:;3
Laczna liczba szyb:;5

Klient:AKROBUD SOKO£OWSKI SPÓ£KA KOMANDYTOWA
